quest_id,name_en,category,rank,stars,quest_type,location_en,zenny,objective_en,description_en
731,Special Arena: HR Pink Rathian,optional,HR,7,hunt,Special Arena,12600,Hunt a Pink Rathian,"A new challenger: Pink Rathian, the Burning Blossom, the Beauty Who Bites! Best not stop to smell the roses! The gloves are off—not that we have gloves that big..."
732,Special Arena: HR Legiana,optional,HR,7,hunt,Special Arena,12600,Hunt a Legiana,"A new challenger: Legiana, the Slipstream Striker, the Wingleader! Remember, you can't spell flight without fight! The gloves are off—not that we have gloves that big..."
733,Special Arena: HR Odogaron,optional,HR,7,hunt,Special Arena,12600,Hunt an Odogaron,"A new challenger: Odogaron, the Muscle Mutt, the Rex Who Wrecks! He'll bite your leg to fetch the stick inside! The gloves are off—not that we have gloves that big..."
734,Special Arena: HR Uragaan,optional,HR,7,hunt,Special Arena,14400,Hunt an Uragaan,"A new challenger: Uragaan, the Rolling Rocket, the Chinstigator! Once he starts spinning, uragoner! The gloves are off—not that we have gloves that big..."
735,Special Arena: HR Rathalos,optional,HR,7,hunt,Special Arena,12600,Hunt a Rathalos,"A new challenger: Rathalos, the Red-Hot Raider, the Firestarter! Forgive the fireballs; he likes his meals cooked! The gloves are off—not that we have gloves that big..."
736,Special Arena: HR Azure Rathalos,optional,HR,7,hunt,Special Arena,14400,Hunt an Azure Rathalos,"A new challenger: Azure Rathalos, the Sapphire Sultan, the True Blue Terror! Bow down to the king of all wyverns! The gloves are off—not that we have gloves that big..."
737,Special Arena: HR Diablos,optional,HR,7,hunt,Special Arena,12600,Hunt a Diablos,"A new challenger: Diablos, the Sandy Stampede, Biggus Diggus! Don't hang around if he's underground! The gloves are off—not that we have gloves that big..."
50751,Today's Special: Hunter Flambé,optional,HR,7,hunt,Ancient Forest,14400,Hunt a Deviljho,"Partner, we're part of the food chain too if you think about it. And that's bad news for us if a Deviljho gets a hankering for a hunter burger! So, let's hunt it down before we're lunch!"
851,A Portent of Disaster,optional,HR,8,hunt,Ancient Forest,18000,Slay a Kushala Daora,"Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!"
893,Hellfire's Stronghold,optional,HR,8,hunt,Elder's Recess,18000,Slay a Teostra,"Teostra. Just saying the name makes my quill tip quiver. Some believe it's bad luck to cut the fur from this regal beast, but for the sake of the future, we must study it!"
895,The Winds of Wrath Bite Deep,optional,HR,8,hunt,Elder's Recess,18000,Slay a Kushala Daora,"We've got a Kushala Daora running 'round, tearin' things up. Seems like it was kicked out of its territory. Question is, what did the kickin'? Time to investigate!"
861,A Blaze on the Sand,optional,HR,8,hunt,Wildspire Waste,18000,Slay a Teostra,"Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!"
871,Lightning Strikes Twice,optional,HR,8,hunt,Coral Highlands,18000,Slay a Kirin,"Yet another Kirin has shown up and you're just here, playing with your Palico!? We might never get this chance again to study it! Go go GOOOOOO!"
881,Stirrings from the Grave,optional,HR,8,hunt,Rotten Vale,18000,Slay a Vaal Hazak,"Vaal Hazak serves its purpose in the life cycle of the New World, but now that it has stirred from its nest of decay, it threatens to ruin the whole ecosystem. It must be stopped!"
894,The Eater of Elders,optional,HR,8,hunt,Elder's Recess,18000,Slay Nergigante,"Nergigante is one helluva beast, and still so much we don't know 'bout it. Which is why I need you! If we're lucky, we might get to see two elder dragons squaring off!"
891,The Eater of Elders,optional,HR,8,hunt,Elder's Recess,18000,Slay Nergigante,"Nergigante is one helluva beast, and still so much we don't know 'bout it. Which is why I need you! If we're lucky, we might get to see two elder dragons squaring off!"
892,Master of the Gale,optional,HR,8,hunt,Elder's Recess,18000,Slay a Kushala Daora,"Did you know that some cultures worship Kushala Daora as a god of wind? Luckily, we're not one of them! I'm determined to study its mastery of flight...just think of the benefits!"
896,The Fires of Hell Bite Deep,optional,HR,8,hunt,Elder's Recess,18000,Slay a Teostra,"We've got a riled up Teostra on the warpath. Seems like it was kicked out of its kingdom. Question is, what did the kickin'? Time to investigate!"
50891,Blue Prominence,optional,HR,8,hunt,Elder's Recess,18000,Slay Lunastra,I was out studying the feeding habits of some seriously cute local fauna when—WOWZERS—a gigantic blue elder dragon appears! Take care of it so I can get back to research that matters!
50892,Blue Prominence,optional,HR,8,hunt,Elder's Recess,18000,Slay Lunastra,I was out studying the feeding habits of some seriously cute local fauna when—WOWZERS—a gigantic blue elder dragon appears! Take care of it so I can get back to research that matters!
50861,Infernal Monarchy,optional,HR,8,hunt,Wildspire Waste,28800,Slay all target monsters,"I don't know how it happened, but we have the chance to observe Teostra and Lunastra behavior in the Wildspire Waste! This is something we can't miss! Go see for yourself, but don't get hurt!"
992,The White Winds of the New World,optional,HR,9,hunt,Special Arena,27720,Hunt all target monsters,"To the hunter who has conquered every investigation, I offer this, the ultimate quest. Enter the Special Arena and take on the New World. Use all that lies before you, and claim glory."
991,A Light Upon the River's Gloom,optional,HR,9,hunt,Confluence of Fates,19800,Slay Xeno'jiiva,"Xeno'jiiva is such a marvelous, mysterious example of exotic monster biology. We could study it for a hundred years if we just had enough samples! That's your cue, Hunter."
995,The Sapphire Star's Guidance,optional,HR,9,hunt,Elder's Recess,38880,Slay all target monsters,"To the unparalleled hunter, I offer this final quest. Return to the Elder's Recess and brave the elders' onslaught. Use all within your grasp to prove yourself master of the New World."
996,Showdown: the Muck and the Maul,optional,HR,9,hunt,Special Arena,15840,Hunt all target monsters,"Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!"
997,"New World Sky, New World Flower",optional,HR,9,hunt,Special Arena,25920,Hunt all target monsters,"Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!"
998,A Summons from Below,optional,HR,9,hunt,Rotten Vale,29520,Hunt all target monsters,"Here at the Second Fleet, we've been working to develop new tools to help your hunts, but we need YOUR help gathering the materials. We're counting on you to take this quest!"
961,Beyond the Blasting Scales,optional,HR,9,hunt,Wildspire Waste,27720,Hunt 2 Bazelgeuse,"This quest courts only those with absolute faith in their abilities. You face two abnormally powerful Bazelgeuse, Defeat them to prove you are a true master of the hunt!"
971,Thunderous Rumble in the Highlands,optional,HR,9,hunt,Coral Highlands,21600,Slay a Kirin,This quest seeks only those with an unquenchable flame in their chest. Make for the Coral Highlands and investigate the beast swathed in lightning. Beyond it lies true glory.
50991,A Visitor from Eorzea,optional,HR,9,hunt,Elder's Recess,25200,Slay the Behemoth,"A Behemoth has appeared in the Elder's Recess. Conventional methods won't work, call upon other trustworthy hunte— adventurers to help quell the beast!"
50701,The Food Chain Dominator,special,HR,7,hunt,Ancient Forest,14400,Hunt a Deviljho,The Deviljho is a frightening presence that takes the idea of the food chain and crushes it between its massive jaws! Now it's here in the New World. It's time to get investigating!
50801,The Blazing Sun,special,HR,8,hunt,Wildspire Waste,18000,Slay Teostra,"A team has spotted Teostra in the Wildspire Waste. I say it's an opportune time to go and have an audience with the infernal emperor, wouldn't you say?"
50802,Pandora's Arena,special,HR,8,hunt,Special Arena,12600,Complete the assignment,"There's a saying about a cornered animal that slips me mind— Either way, there's wounded Teostra corralled in the Special Arena. Something's up with it. Go and check it out, eh?"
50803,"No Remorse, No Surrender",special,HR,8,hunt,Elder's Recess,28800,Slay all target monsters,I never thought I'd live to see both the emperor and his empress in one spot. It's only fitting that you have the honor of ending their reign.
50601,A Visitor from Another World,special,HR,6,hunt,Wildspire Waste,10800,Complete the assignment,"My weirdo partner won't shut up about some non-animal animal he found in the Wildspire Waste. Do you wanna tag along? Whatever it is, it's bound to be something interesting!"
50905,The Legendary Beast,special,HR,9,hunt,Elder's Recess,17640,Complete the assignment,Some kind of beast has arrived in the New World due to the instability of the aether. We have to do something otherwise every living thing in the New World is in serious danger!
50906,He Taketh It with His Eyes,special,HR,9,hunt,Elder's Recess,25200,Slay the Behemoth,"It was a Behemoth, an Eorzean beast, in the Elder's Recess. Heed the moogle's advice, call upon other trustworthy hunte— adventurers to help quell this terror!"
50910,Contract: Trouble in the Ancient Forest,special,HR,9,hunt,Ancient Forest,19800,Complete the assignment,"Attention field team! An anomaly has been discovered in the Ancient Forest. Help the witcher resolve this issue. <STYL MOJI_RED_DEFAULT>In this quest, you will get to play as Geralt of Rivia."
50902,The Fury of El Dorado,event,HR,9,assignment,Caverns of El Dorado,36000,Repel Kulve Taroth,"The old girl is back and stronger than ever, this time dressed to the nines in a glittering white gold coat! With the First and Fifth working together, we won't let this golden opportunity go to waste!"
61605,Mosswinin' and Dinin',event,HR,6,hunt,Arena,54000,Slay 5 Mosswine,"The Admiral and Meowscular Chef trapped some Mosswine and put them into the Arena. I didn't have the courage to tell them, but those Mosswine look purr-ty odd to me. Take a look!"
61103,Where Sun Meets Moon,event,LR,3,hunt,Ancient Forest,5400,Hunt all target monsters,"I heard there's a period of time when diurnal and nocturnal endemic life meet, so I wanted to see for myself, but now I'm in a jam! (Special ticket and increased rare material rewards)"
61104,Timberland Troublemakers,event,LR,4,hunt,Ancient Forest,8640,Hunt 2 Anjanath,"I woke up early to go and fetch some Goldbloom, but I found a grumpy Anjanath standing in my way! Take care of him, will ya? (Rare material reward chance up, special ticket available)"
61105,Every Hunter's Dream,event,LR,5,hunt,Arena,7200,Hunt all target monsters,"A hunter came by with a blueprint of a weapon he wanted. I still have the prints lying around, so if you want one of your own, get me the materials and I'll start workin'."
61601,Midnight Mayhem,event,HR,6,hunt,Arena,8100,Slay 10 Gastodon,"""The heck, am I lost? I don't recognize this place. Oh well, I might as well have some fun while I'm here!"" (Translation by the Lynian Researcher) (Special ticket rewards)"
61603,A Royal Pain,event,HR,7,hunt,Wildspire Waste,9000,Hunt all target monsters,"I wouldn't mind going home, but I hate all the royal hubbub that goes with it. Fiver, remind me why I joined the Fifth. (Special ticket and increased rare material rewards)"
61604,Kings Know No Fear,event,HR,7,hunt,Elder's Recess,12960,Hunt all target monsters,"Just looking at a Rathalos reminds me of how irrelevant I am compared to the King of the Skies. And I hate it! Help me be famous too! (Increased chance of rare material rewards, special ticket available)"
61606,The Greatest Jagras,event,HR,9,hunt,Ancient Forest,12600,Hunt a Great Jagras,"So I heard that a hunter had a Great Jagras cornered, but when they went to finish it off, a shadow appeared. What do you think it is? Heh, go out and find out for yourself! (Special ticket rewards)"
61607,The Name's Lavasioth!,event,HR,9,hunt,Elder's Recess,25200,Hunt a Lavasioth,"Yo, we got asked to research a monster that no one ever wants to research! You know the one, that big floppy fishy that likes to lounge around in the lava! Yeah, THAT one! (Special ticket rewards)"
67105,USJ: Gold Star Treatment,event,LR,3,hunt,Arena,3960,Hunt 3 Great Jagras,USJ is pleased to bring you the most exciting attraction ever! Witness this grand world in all of its golden glory! You'll be presented with some fantastic equipment once you're done!
67821,"Old Dog, New Trick",event,MR,6,hunt,Arena,36000,Hunt 2 Odogaron,"Oh no! There's this big ol' monster that looks a lot like our Rush! Someone's gotta calm the big boy down! Help us out, and we'll give you some special gear for your Palico!"
67103,A Rush of Blood,event,HR,7,hunt,Arena,21600,Hunt all target monsters,"USJ is pleased to present the most EXPLOSIVE show ever! Our twin blue stars will show you a dance like you've never seen before! Complete our challenge, and earn some fantastic armor!"
67603,USJ Blazing Azure Stars!,event,HR,7,hunt,Elder's Recess,18000,Hunt all target monsters,"Legends say in a far off land, a demon hunter in a red coat offed demons with a sickeningly sweet style. How about we make a legend out of you too? If you're interested, jump in."
67605,Code: Red,event,HR,8,hunt,Arena,36000,Hunt all target monsters,"Had an interestin' fella in a white robe board me ship, looking for passage to the New World. Gave me quite a unique gift as a fee. I bet you can craft something real nice with it. If you can take care of this quest for me, it's all yours!"
67608,"SDF: Silent, Deadly, and Fierce",event,HR,8,hunt,Special Arena,36000,Slay a Behemoth,Another Behemoth has appeared in the Elder's Recess and is even more dangerous than the last! Summon other adventurers and quell the beast! <STYL MOJI_RED_DEFAULT>(Extremely difficult! Rewards: Drachen layered armor and guild card title)
67606,A Visitor from Eorzea (Extreme),event,HR,9,hunt,Elder's Recess,30240,Slay the Ancient Leshen,"A portal appeared in the Ancient Forest, and a strange creature came through it. The beast is called a woodland spirit and it's extremely dangerous. <STYL MOJI_RED_DEFAULT>Quest level close to Death March! difficulty in The Witcher 3."
67610,Contract: Woodland Spirit,event,HR,9,hunt,Ancient Forest,36000,Hunt 2 Great Jagras,"Yo, got a quest for you, but don't worry, this is right up your alley. We got a couple of Great Jagras that need to be taken care of. Trust me, the rewards will be worth it."
66101,Chew The Fat,event,LR,2,hunt,Ancient Forest,3240,Hunt all target monsters,"Hunter, these two meownsters are su-purr good at stealing eggs and dropping wingdrakes in a flash. But purrhaps they'll make for good equipment too, mew get me?"
66102,Ya-Ku With That?,event,LR,4,hunt,Special Arena,4320,Hunt all target monsters,"Huh? Yeah, this is a quest from the Meowscular Chef. Whoa, you'll go instead of me? Wow, thanks a bunch! To show my gratitude, the next meal's on me!"
66106,Greeting the Gluttons,event,LR,4,hunt,Special Arena,7920,Hunt all target monsters,Do you know what'll happen if we get a couple of highly territorial monsters in one spot? No? Neither do I! Let's find out. Come out on top to earn Armor Spheres!
64101,Wicked Wildspire Warfare,event,LR,5,hunt,Special Arena,9360,Hunt all target monsters,"So...let me get this straight, you're going to step into the arena and get between Fido and its chew toy? Teaching it to play dead, are we?"
66103,Flesh Cleaved to Bone,event,LR,5,hunt,Special Arena,7920,Slay 2 Kirin,"I looked left, it appeared on the right. I glanced behind me, it showed up in front of me. When I thought there was one of them, there were two. I'm outmatched here. This task is all yours."
66104,Kirin The Myth,event,LR,5,hunt,Coral Highlands,14400,Hunt all target monsters,"They say the most beautiful of chalices are poisonous. But I don't think that applies to flying wyverns. But just in case, look into that for me."
66105,The Poison Posse,event,LR,5,hunt,Ancient Forest,8280,Guide Zorah Magdaros,"Whenever I see Zorah Magdaros, I can't help but feel sad, and a bit homesick. Let's finish up our research so I can go back to the Old World and meet my master and former teammates again!"
62608,Gaze Upon the Dawn,event,LR,6,assignment,Everstream,15120,Hunt 13 Shamos,"I'm getting bombarded with requests left n' right for the stuff I'm wearing, but I'm gonna need some special materials to meet demand. That's your cue, Hunter. You know what to do."
65601,Scrapping with the Shamos,event,HR,6,hunt,Coral Highlands,5400,Hunt 3 Tzitzi-Ya-Ku,"My dear sister and I were suffering from poor eyesight, but the Second Fleet Master crafted us some fine spectacles. I'll give mine to you if you help me test them out!"
65602,A Flash in the Pan,event,HR,6,hunt,Arena,16200,Hunt a Kulu-Ya-Ku,"While out gathering egg specimens, a familiar shadow took me unawares. But I believe we can use this for our own purposes! Study the Kulu-Ya-Ku's behavioral patterns, and report back!"
65603,Egg Lovers United,event,HR,6,hunt,Arena,7200,Deliver 10 Wigglers,"Wha--hey, don't throw that net on me, I'm not a Wiggler! Fooled you, eh? If you want something like what I'm wearing, then you'll have to help me with my research!"
65604,Wiggle Me This,event,HR,6,deliver,Coral Highlands,3600,Hunt all target monsters,"This is a quest that I've prepared...just for you. You won't believe how many decorations you'll get if you can complete this quest! Now, show me what you got!"
65605,Triple Threat Throwdown,event,HR,6,hunt,Special Arena,14040,Hunt 2 Uragaan,"Urk, my head is still spinning from what I just saw. We need someone to take out these troublemakers before anyone else gets queasy. Complete this quest for a lot of Armor Spheres!"
64601,Rollin' With The Uragaan,event,HR,7,hunt,Elder's Recess,23400,Hunt all target monsters,"The monsters lurking deep in the Ancient Forest seem intent on facing off with each other. This could be a huge boon for our research. Hunters, don't let this opportunity pass us by!"
66601,Deep Green Blues,event,HR,7,hunt,Ancient Forest,28800,Hunt all target monsters,"The monsters roaming the Wildspire Waste seem intent on facing off with each other. This could be a huge boon for our research. Hunters, don't let this opportunity pass us by!"
66602,Wildspire Bolero,event,HR,7,hunt,Wildspire Waste,30240,Hunt all target monsters,"The monsters roaming the Coral Highlands seem intent on facing off with each other. This could be a huge boon for our research. Hunters, don't let this opportunity pass us by!"
66603,Coral Waltz,event,HR,7,hunt,Coral Highlands,26640,Hunt all target monsters,"The monsters roaming the Rotten Vale seem intent on facing off with each other. This could be a huge boon for our research. Hunters, don't let this opportunity pass us by!"
66604,Effluvial Opera,event,HR,7,hunt,Rotten Vale,28800,Hunt all target monsters,"The monsters roaming the Elder's Recess seem intent on facing off with each other. This could be a huge boon for our research. Hunters, don't let this opportunity pass us by!"
66605,Rock N' Roll Recess,event,HR,7,hunt,Elder's Recess,35280,Hunt all target monsters,"This is preposterous! Why can't I gather Kingly Cactus in peace!? This is beyond annoying, it's an uprising I tell you! Go out there and see for yourself"
66606,This is How Revolts Start,event,HR,7,hunt,Wildspire Waste,21600,Slay Vaal Hazak,"The truly horrifying things are the ones sleeping in silence, no? But what could it be? The Third Fleet urges you to press on, to lift the curtain off of this mystery and feed our obsession."
62502,The Deathly Quiet Curtain,event,HR,9,hunt,Rotten Vale,36000,Slay Kirin,"At first I thought it was an illusion, staring down at me. That white mist gave me chills I'll never forget. I need your help to confirm my findings."
62503,A Whisper of White Mane,event,HR,9,hunt,Coral Highlands,36000,Slay Teostra,"When I first fought a Teostra back in the Old World, my fear washed over me, but it gave me the fire to fight. But now I realized it's calmness, not fear, that you need to slay it."
62504,The Scorn of the Sun,event,HR,9,hunt,Elder's Recess,36000,Slay Kushala Daora,"Kushala's existence reminds us of how great and fearful nature is. But it also reminds us of those who stood up against the beast. Stand tall hunter, and return the skies to blue."
62505,The Eye of the Storm,event,HR,9,hunt,Elder's Recess,36000,Slay Nergigante,"I still remember when that thing showed up. I heard horns blaring in my head. It sounded like a song of destruction. I need help with my research, so those horns can stop!"
62506,The Heralds of Destruction Cry,event,HR,9,hunt,Elder's Recess,36000,Slay Lunastra,What is TRUE love? *sigh* One must witness the passionate bond between the empress and emperor of flame to truly know. Get too close and surely you'll get burned. Like I did...
62511,When Blue Dust Surpasses Red Lust,event,HR,9,hunt,Elder's Recess,36000,Hunt a Deviljho,"We've discovered an insanely fierce Deviljho! It seems the cause of his bad mood is his diet of Streamstones. Quell the beast, and take those Streamstones for yourself!"
62515,Relish the Moment,event,HR,9,hunt,Elder's Recess,21600,Guide Zorah Magdaros,"My home was in the path of Zorah Magdaros, and the result was tragic. Now I'm with the Fifth, and I need your help to make sure our operation is a success! I must avenge my hometown!"
62606,Undying Alpenglow,event,HR,9,assignment,Everstream,36000,Slay Xeno'jiiva,"Once more, I want to see that source of energy. The one born of light that has beckoned us all here to the New World. Let us embark on this journey once again if you are ready."
62607,Like a Moth to the Flame,event,HR,9,hunt,Confluence of Fates,43200,Slay Xeno'jiiva,"During my research, I came across a river. Just as I was about to swim across, I spotted some kind of supernatural light. Its existence defied all explanation. Help me unravel this mystery."
62609,Keeper of the Otherworld,event,HR,9,hunt,Confluence of Fates,23760,Deliver 10 Gourmet Shroomcap,"While gathering samples out in the field, I noticed a number of rare tracks. I need a capable hunter to investigate these tracks, plus gather the rest of my samples!"
65606,A Simple Task,event,HR,9,deliver,Ancient Forest,3600,Deliver 10 Blue Beryl,"While gathering samples out in the field, I noticed a number of rare tracks. I'll need a capable hunter to get the remainder of my samples, plus gather these tracks!"
65607,Tracking the Delivery,event,HR,9,deliver,Elder's Recess,5400,Hunt all target monsters,"Hey, I came across a couple of truly terrifying monsters in the Coral Highlands. Thought you might be interested! (Bonus HR points rewarded upon completion.)"
66607,Snow & Cherry Blossoms,event,HR,9,hunt,Coral Highlands,25200,Hunt all target monsters,"In my day, we didn't need these Scoutflies to track down monsters, but this is the New World... I've located some interesting monsters for you. Go get them. (Bonus HR points rewarded upon completion.)"
66608,A Nose for an Eye,event,HR,9,hunt,Ancient Forest,23400,Hunt Bazelgeuse,"Our guys spotted that big, ugly flying nuisance in the Elder's Recess! Get your gear, we need you out here ASAP! (Bonus HR points rewarded upon completion.)"
66609,No Tomorrow for Usurpers,event,HR,9,hunt,Elder's Recess,18000,Slay all target monsters,"I finally got permission from Botanical Research to go out in the field. My partners and I stumbled upon a Teostra, Lunastra AND Nergigante! My luck freakin' sucks! I need a nap..."
66610,The Thronetaker,event,HR,9,hunt,Elder's Recess,37800,Repel Kulve Taroth,"The mother goddess has appeared again, but now that we have the Fifth here, we can finally complete the investigation that we started decades ago! We're counting on you kids!"
50901,Banquet in the Earthen Hall,event,HR,9,assignment,Caverns of El Dorado,25200,Slay a Barroth,"I heard rumors of a powerful monster dwelling in this place. One clad in an armor of earth. You must be like myself, seeking a rival that will force you to surpass your limits. It's time to fight!"
63004,"Down the Dark, Muddy Path",event,LR,3,hunt,Arena,1080,Slay a Kulu-Ya-Ku,"Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfectly suitable for beginners! Come on and enjoy yourselves!"
63005,USJ Beginners Challenge!,event,LR,2,hunt,Arena,1080,Slay a Rathian,"Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfect for those who can beat up a monster with one arm tied behind their back!"
63006,USJ Expert Challenge!,event,LR,4,hunt,Special Arena,1080,Slay a Tzitzi-Ya-Ku,"Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfectly suitable for beginners! Come on and enjoy yourselves!"
63007,USJ Beginners Challenge!,event,LR,4,hunt,Arena,2160,Slay a Rathalos,"Hello everyone, and welcome to USJ! We're happy to introduce our latest quest attraction, perfect for those who can beat up a monster with one arm tied behind their back!"
63008,USJ Expert Challenge!,event,LR,5,hunt,Special Arena,2160,Slay a Barroth,"I heard rumors of a powerful monster dwelling in this place. One clad in an armor of earth. You must be like myself, seeking a rival that will force you to surpass your limits. It's time to fight!"
63009,"Down the Dark, Muddy Path",event,LR,3,hunt,Arena,1080,Slay Nergigante,"Hah, you've come to fight a real boss of a dragon, eh? Don't worry, I won't say a word about this. You just go and stop that thing with all you've got!"
63034,The Awakened Satsui No Hado I,event,HR,8,hunt,Arena,4320,Slay Nergigante,"Hah, you've come to fight a real boss of a dragon, eh? Don't worry, I won't say a word about this. You just go and stop that thing with all you've got!"
63035,The Awakened Satsui No Hado II,event,HR,8,hunt,Arena,4320,Slay Nergigante,"Hah, you've come to fight a real boss of a dragon, eh? Don't worry, I won't say a word about this. You just go and stop that thing with all you've got!"
63036,The Awakened Satsui No Hado III,event,HR,8,hunt,Arena,4320,Slay Pink Rathian,"They say there's a monster as pink as the cherry blossoms around these parts, is that true!? Let's see who's the strongest, you, me, or that monster! Winner gets a prize!"
63037,Empress in Full Bloom I,event,HR,7,hunt,Arena,4320,Slay Pink Rathian,"They say there's a monster as pink as the cherry blossoms around these parts, is that true!? Let's see who's the strongest, you, me, or that monster! Winner gets a prize!"
63038,Empress in Full Bloom II,event,HR,7,hunt,Arena,4320,Slay Pink Rathian,"They say there's a monster as pink as the cherry blossoms around these parts, is that true!? Let's see who's the strongest, you, me, or that monster! Winner gets a prize!"
63039,Empress in Full Bloom III,event,HR,7,hunt,Arena,4320,Slay a Pukei-Pukei,"In the monster corner: Pukei-Pukei, the Toxic Tussler, the Lickin' Machine! He won't listen when you say ""no tongues""! Who's got the guts to fight it with set weapons and armor?"
3101,Arena Quest 01,arena,LR,1,hunt,Arena,1080,Slay a Kulu-Ya-Ku,"In the monster corner: Kulu-Ya-Ku, the Pulverizer, the Peckanizer! If this bird is the word, then the word is SMASH! Who's got the guts to fight it with set weapons and armor?"
3001,Arena Quest 02,arena,LR,2,hunt,Arena,1080,Slay a Rathian,"In the monster corner: Rathian, the Queen o' Green, the Skyborne Slasher! Don't get the lady angry; she's poison! Who's got the guts to fight her with set weapons and armor?"
3002,Arena Quest 03,arena,LR,4,hunt,Arena,1080,Slay a Tzitzi-Ya-Ku,"In the monster corner: Tzitzi-Ya-Ku, the Saurian Stunner, the Flashinator! This beastie's hot to trot and fine to shine! Who's got the guts to fight it with set weapons and armor?"
3031,Arena Quest 04,arena,HR,6,hunt,Arena,2160,Slay a Barroth,"In the monster corner: Barroth, the Hulking Headbutt, the Skullcracker! Lose to this guy, and your name is mud! Who's got the guts to fight it with set weapons and armor?"
3032,Arena Quest 05,arena,HR,6,hunt,Arena,2160,Slay a Dodogama,"In the monster corner: Dodogama, the Behemoth of Boom, the Cruncher! What blows up, must bring you down! Who's got the guts to fight it with set weapons and armor?"
3033,Arena Quest 06,arena,HR,6,hunt,Arena,2160,Slay an Azure Rathalos,"In the monster corner: Azure Rathalos, the Sapphire Sultan, the True Blue Terror! Bow down to the king of all wyverns! Who's got the guts to fight it with set weapons and armor?"
3034,Arena Quest 07,arena,HR,7,hunt,Arena,2160,Slay all target monsters,"In the monster corner: A Radobaan-Uragaan tag team! The wheels are turning, and your number's up! Who's got the guts to fight 'em with set weapons and armor?"
3051,Arena Quest 08,arena,HR,8,hunt,Special Arena,3240,Slay all target monsters,In the monster corner: A Diablos-Black Diablos tag team! Ever had your ears pierced? Now try the extreme version! Who's got the guts to fight 'em with set weapons and armor?
3052,Arena Quest 09,arena,HR,8,hunt,Special Arena,3240,Defeat 10 Gajalaka,"Geez, I just wanted to study the Gajalaka language, so I brought a group of them with me, but they all ran away! Can you help me round them up before they get into trouble?"
63033,Gajalaka Outbreak!,challenge,HR,6,hunt,Arena,4320,Slay all target monsters,"To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!"
63104,Gale & Fangs Slay Event 1,challenge,HR,7,hunt,Arena,3240,Slay all target monsters,"To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!"
63105,Gale & Fangs Slay Event 2,challenge,HR,7,hunt,Arena,3240,Slay all target monsters,"To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!"
63106,Gale & Fangs Slay Event 3,challenge,HR,7,hunt,Arena,3240,Slay Nergigante,"To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!"
63101,Nergigante Slay Event 1,challenge,HR,8,hunt,Arena,3240,Slay Nergigante,"To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!"
63102,Nergigante Slay Event 2,challenge,HR,8,hunt,Arena,3240,Slay Nergigante,"To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!"
63103,Nergigante Slay Event 3,challenge,HR,8,hunt,Special Arena,3240,Slay Nergigante,"To the hunters who have conquered the New World using everything at your disposal, we salute you with a quest that will show us why they call you the true Sapphire Star!"
63107,Nergigante Slay Event 4,challenge,HR,8,hunt,Arena,3240,Slay a Deviljho,"We can't lavish any more praise on a hunter such as yourself, who has survived the dangers of the New World. But we do have a quest that will challenge even you, our Sapphire Star!"
63108,Deviljho Slay Event,challenge,HR,7,hunt,Arena,3240,Slay all target monsters,"We can't lavish any more praise on a hunter such as yourself, who has survived the dangers of the New World. But we do have a quest that will challenge even you, our Sapphire Star!"
63109,The Best of the Best,challenge,HR,8,hunt,Arena,6480,Slay all target monsters,"We can't lavish any more praise on a hunter such as yourself, who has survived the dangers of the New World. But we do have a quest that will challenge even you, our Sapphire Star!"
63110,What Lurks In The Forest,challenge,HR,7,hunt,Ancient Forest,3240,Slay a Bazelgeuse,"Only a hunter like you, who has survived the dangers of the New World, can stand tall until the end and show everyone who has a heart that will not succumb to adversity!"
63130,When Law Meets War,challenge,HR,7,hunt,Arena,3240,Slay a Lunastra,"Only a hunter like you, who has survived the dangers of the New World, can stand tall until the end and show everyone who has the fieriest of hearts!"
63131,The Hunter and The Blue Empress,challenge,HR,8,hunt,Arena,3240,Slay 12 Kestodon,"""Our friendly Kestodon have blown a gasket, so we let them cool off in your Arena. Research Commission friends, please see if they've settled down."" (Translation by the Lynian Researcher)"
61101,Up at the Crack of Dawn,challenge,LR,1,hunt,Arena,1080,Slay 30 Vespoid,"Oh deeeear! I placed some monster repellent around here, but it started attracting giant Vespoids too! Someone, anyone, I need an exterminator!"
