item_id,name_en,category,subcategory,rarity,buy_price,sell_price,carry_limit,points,icon_name,icon_color,description_en
253,Tobi-Kadachi Scale,material,,4,,360,,,Scale,Cyan,Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.
258,Tobi-Kadachi Scale+,material,,6,,1050,,,Scale,Cyan,Rare Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.
745,Tobi-Kadachi Shard,material,,9,,1490,,,Scale,Cyan,Very rare Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.
254,Tobi-Kadachi Pelt,material,,4,,510,,,Hide,Cyan,"Tobi-Kadachi material. Mostly obtained as a reward. Highly thunder-resistant, used to craft gear."
259,Tobi-Kadachi Pelt+,material,,6,,1550,,,Hide,Cyan,"Rare Tobi-Kadachi material. Mostly obtained as a reward. Highly thunder-resistant, used to craft gear."
746,Tobi-Kadachi Thickfur,material,,9,,2190,,,Hide,Cyan,"Very rare Tobi-Kadachi material. Mostly obtained as a reward. Highly thunder-resistant, used to craft gear."
255,Tobi-Kadachi Membrane,material,,4,,800,,,Wing,Cyan,"Tobi-Kadachi material. Mostly obtained by carving. Supple, used to craft gear."
747,Tobi-Kadachi Membrane+,material,,9,,3200,,,Wing,Cyan,"Very rare Tobi-Kadachi material. Mostly obtained by carving. Supple, used to craft gear."
256,Tobi-Kadachi Claw,material,,4,,660,,,Fang,Cyan,"Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons."
260,Tobi-Kadachi Claw+,material,,6,,1650,,,Fang,Cyan,"Rare Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons."
748,Tobi-Kadachi Hardclaw,material,,9,,2890,,,Fang,Cyan,"Very rare Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons."
257,Tobi-Kadachi Electrode,material,,4,,720,,,Body,Cyan,Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.
261,Tobi-Kadachi Electrode+,material,,6,,1750,,,Body,Cyan,Rare Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.
749,Tobi-Kadachi Cathode,material,,9,,3070,,,Body,Cyan,Very rare Tobi-Kadachi material. Obtained by breaking its head. Grants thunder element properties.
750,Viper Tobi-Kadachi Shard,material,,9,,2190,,,Scale,Orange,Very rare Viper Tobi-Kadachi material. Mostly obtained by carving. Broadly used for many purposes.
751,Viper Tobi-Kadachi Thickfur,material,,9,,3290,,,Hide,Orange,"Very rare Viper Tobi-Kadachi material. Mostly obtained as a reward. Highly water-resistant, used to craft gear."
752,Viper Tobi-Kadachi Membrane+,material,,9,,4700,,,Wing,Orange,"Very rare Viper Tobi-Kadachi material. Mostly obtained by carving. Supple, used to craft gear."
753,Viper Tobi-Kadachi Hardclaw,material,,9,,4390,,,Fang,Orange,"Very rare Viper Tobi-Kadachi material. Obtained by breaking its forelimbs. Sharp, used in many weapons."
754,Viper Tobi-Kadachi Thorn,material,,9,,4570,,,Body,Orange,Very rare Viper Tobi-Kadachi material. Obtained by breaking its head. Grants poisonous properties.
755,Banbaro Cortex,material,,9,,1540,,,Carapace,LightBeige,Very rare Banbaro material. Mostly obtained by carving. Broadly used for many purposes.
756,Banbaro Chine,material,,9,,2240,,,Body,LightBeige,"Very rare Banbaro material. Mostly obtained as a reward. Solid, used to craft gear."
757,Banbaro Great Horn,material,,9,,2940,,,Fang,LightBeige,"Very rare Banbaro material. Obtained by breaking its horns. Stout, used in many weapons."
758,Banbaro Lash,material,,9,,3220,,,Tail,LightBeige,"Very rare Banbaro material. Obtained by carving its severed tail. Stiff, used to craft gear."
262,Anjanath Scale,material,,4,,430,,,Scale,Pink,Anjanath material. Mostly obtained by carving. Broadly used for many purposes.
268,Anjanath Scale+,material,,6,,1060,,,Scale,Pink,Rare Anjanath material. Mostly obtained by carving. Broadly used for many purposes.
759,Anjanath Shard,material,,9,,2160,,,Scale,Pink,Very rare Anjanath material. Mostly obtained by carving. Broadly used for many purposes.
263,Anjanath Pelt,material,,4,,630,,,Hide,Pink,"Anjanath material. Mostly obtained as a reward. Highly heat-resistant, used to craft gear."
269,Anjanath Pelt+,material,,6,,1560,,,Hide,Pink,"Rare Anjanath material. Mostly obtained as a reward. Highly heat-resistant, used to craft gear."
760,Anjanath Fur,material,,9,,3260,,,Hide,Pink,"Very rare Anjanath material. Mostly obtained as a reward. Highly heat-resistant, used to craft gear."
264,Anjanath Fang,material,,4,,830,,,Fang,Pink,"Anjanath material. Obtained by breaking its head. Sharp, used in many weapons."
270,Anjanath Fang+,material,,6,,2060,,,Fang,Pink,"Rare Anjanath material. Obtained by breaking its head. Sharp, used in many weapons."
761,Anjanath Hardfang,material,,9,,4360,,,Fang,Pink,"Very rare Anjanath material. Obtained by breaking its head. Sharp, used in many weapons."
265,Anjanath Nosebone,material,,4,,890,,,Bone,Pink,Anjanath material. Obtained by breaking its head. Unusual and difficult to handle.
271,Anjanath Nosebone+,material,,6,,2120,,,Bone,Pink,"Rare Anjanath material. Obtained by breaking its head. Unusual, used in select gear."
762,Heavy Anjanath Nosebone,material,,9,,4480,,,Bone,Pink,Very rare Anjanath material. Obtained by breaking its head. Used in select gear.
266,Anjanath Tail,material,,4,,860,,,Tail,Pink,"Anjanath material. Obtained by carving its severed tail. Stiff, used to craft gear."
763,Anjanath Lash,material,,9,,4420,,,Tail,Pink,"Very rare Anjanath material. Obtained by carving its severed tail. Stiff, used to craft gear."
267,Anjanath Plate,material,,5,,2400,,,Plate,Pink,"Anjanath material. A valuable find, used to fortify gear. Said to be quite hard to come by."
272,Anjanath Gem,material,,7,,6000,,,Gem,Pink,A rare gem said to have formed within Anjanath tissue. Used to dramatically improve gear.
793,Anjanath Mantle,material,,11,,12000,,,Mantle,Pink,Very rare Anjanath material. Used to craft weapons powerful enough to take over the world.
794,Fulgur Anjanath Shard,material,,10,,2900,,,Scale,White,Very rare Fulgur Anjanath material. Mostly obtained by carving. Broadly used for many purposes.
795,Fulgur Anjanath Thickfur,material,,10,,4400,,,Hide,White,Very rare Fulgur Anjanath material. Mostly obtained as a reward. Used to craft gear.
796,Fulgur Anjanath Hardfang,material,,10,,5900,,,Fang,White,Very rare Fulgur Anjanath material. Obtained by breaking its head. Used in many weapons.
797,Heavy Fulgur Anjanath Nosebone,material,,10,,6100,,,Bone,White,Very rare Fulgur Anjanath material. Obtained by breaking its head. Has a unique composition.
798,Fulgur Anjanath Lash,material,,10,,6000,,,Tail,White,Very rare Fulgur Anjanath material. Obtained by carving its severed tail. Used to craft gear.
799,Fulgur Anjanath Mantle,material,,11,,15000,,,Mantle,White,Very rare Fulgur Anjanath material. Used to craft weapons powerful enough to take over the world.
273,Rathian Scale,material,,4,,460,,,Scale,Green,Rathian material. Mostly obtained by carving. Broadly used for many purposes.
278,Rathian Scale+,material,,6,,1060,,,Scale,Green,Rare Rathian material. Mostly obtained by carving. Broadly used for many purposes.
800,Rathian Shard,material,,9,,2170,,,Scale,Green,Very rare Rathian material. Mostly obtained by carving. Broadly used for many purposes.
274,Rathian Shell,material,,4,,660,,,Carapace,Green,"Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
279,Rathian Carapace,material,,6,,1560,,,Carapace,Green,"Rare Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
801,Rathian Cortex,material,,9,,3270,,,Carapace,Green,"Very rare Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
275,Rathian Webbing,material,,4,,860,,,Wing,Green,"Rathian material. Obtained by breaking its wings. Supple, used to craft gear."
802,Rathian Weave,material,,9,,4370,,,Wing,Green,"Very rare Rathian material. Obtained by breaking its wings. Supple, used to craft gear."
276,Rathian Spike,material,,4,,980,,,Body,Green,Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
280,Rathian Spike+,material,,6,,2240,,,Body,Green,Rare Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
803,Rathian Surspike,material,,9,,4510,,,Body,Green,Very rare Rathian material. Obtained by carving its severed tail. Grants poisonous properties.
277,Rathian Plate,material,,5,,2400,,,Plate,Green,"Rathian material. A valuable find, used to fortify gear. Said to be quite hard to come by."
281,Rathian Ruby,material,,7,,6000,,,Gem,Green,A rare gem said to have formed within Rathian tissue. Used to dramatically improve gear.
804,Rathian Mantle,material,,11,,12000,,,Mantle,Green,Very rare Rathian material. Used to craft weapons powerful enough to take over the world.
282,Pink Rathian Scale+,material,,6,,1260,,,Scale,Pink,Rare Pink Rathian material. Mostly obtained by carving. Broadly used for many purposes.
805,Pink Rathian Shard,material,,9,,2430,,,Scale,Pink,Very rare Pink Rathian material. Mostly obtained by carving. Broadly used for many purposes.
283,Pink Rathian Carapace,material,,6,,1860,,,Carapace,Pink,"Rare Pink Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
806,Pink Rathian Cortex,material,,9,,3530,,,Carapace,Pink,"Very rare Pink Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
807,Gold Rathian Shard,material,,11,,4350,,,Scale,Gold,Very rare Gold Rathian material. Mostly obtained by carving. Broadly used for many purposes.
808,Gold Rathian Cortex,material,,11,,6650,,,Carapace,Gold,"Very rare Gold Rathian material. Mostly obtained as a reward. Solid, used to craft gear."
809,Gold Rathian Surspike,material,,11,,9150,,,Body,Gold,Very rare Gold Rathian material. Obtained by carving its severed tail. Compatible with poison.
284,Tzitzi-Ya-Ku Scale,material,,4,,440,,,Scale,Blue,Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
288,Tzitzi-Ya-Ku Scale+,material,,6,,840,,,Scale,Blue,Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
764,Tzitzi-Ya-Ku Shard,material,,9,,1300,,,Scale,Blue,Very rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Broadly used for many purposes.
285,Tzitzi-Ya-Ku Hide,material,,4,,640,,,Hide,Blue,"Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear."
289,Tzitzi-Ya-Ku Hide+,material,,6,,1240,,,Hide,Blue,"Rare Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear."
765,Tzitzi-Ya-Ku Thickhide,material,,9,,1900,,,Hide,Blue,"Very rare Tzitzi-Ya-Ku material. Mostly obtained as a reward. Supple, used to craft gear."
286,Tzitzi-Ya-Ku Claw,material,,4,,840,,,Fang,Blue,"Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons."
290,Tzitzi-Ya-Ku Claw+,material,,6,,1640,,,Fang,Blue,"Rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons."
766,Tzitzi-Ya-Ku Hardclaw,material,,9,,2500,,,Fang,Blue,"Very rare Tzitzi-Ya-Ku material. Mostly obtained by carving. Sharp, used in many weapons."
287,Tzitzi-Ya-Ku Photophore,material,,4,,920,,,Body,Blue,"Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes."
291,Tzitzi-Ya-Ku Photophore+,material,,6,,1680,,,Body,Blue,"Rare Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Unusual, used for many purposes."
767,Tzitzi-Ya-Ku Photomembrane,material,,9,,2600,,,Body,Blue,Very rare Tzitzi-Ya-Ku material obtained by breaking its pulse organs. Used for many purposes.
292,Paolumu Pelt,material,,4,,650,,,Hide,White,Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
296,Paolumu Pelt+,material,,6,,1570,,,Hide,White,Rare Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
810,Paolumu Thickfur,material,,9,,3240,,,Hide,White,Very rare Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
293,Paolumu Scale,material,,4,,450,,,Scale,White,"Paolumu material. Mostly obtained by carving. Solid, used to craft gear."
297,Paolumu Scale+,material,,6,,1070,,,Scale,White,"Rare Paolumu material. Mostly obtained by carving. Solid, used to craft gear."
811,Paolumu Shard,material,,9,,2140,,,Scale,White,"Very rare Paolumu material. Mostly obtained by carving. Solid, used to craft gear."
294,Paolumu Shell,material,,4,,950,,,Carapace,Pink,Paolumu material. Obtained by breaking its tail. Used for many purposes.
298,Paolumu Carapace+,material,,6,,2140,,,Carapace,Pink,Rare Paolumu material. Obtained by breaking its tail. Used for many purposes.
812,Paolumu Cortex,material,,9,,4380,,,Carapace,Pink,Very rare material from Paolumu and its subspecies. Obtained by breaking its tail.
295,Paolumu Webbing,material,,4,,850,,,Wing,White,"Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear."
299,Paolumu Wing,material,,6,,2070,,,Wing,White,"Rare Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear."
813,Paolumu Fellwing,material,,9,,4340,,,Wing,White,"Very rare Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear."
814,Nightshade Paolumu Thickfur,material,,9,,3300,,,Hide,Violet,Very rare Nightshade Paolumu material. Mostly obtained as a reward. Broadly used for many purposes.
815,Nightshade Paolumu Shard,material,,9,,2200,,,Scale,Violet,"Very rare Nightshade Paolumu material. Mostly obtained by carving. Solid, used to craft gear."
816,Nightshade Paolumu Fellwing,material,,9,,4400,,,Wing,Violet,"Very rare Nightshade Paolumu material. Obtained by breaking its wings. Lightweight, used to craft gear."
300,Great Girros Scale,material,,4,,450,,,Scale,Gray,Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
305,Great Girros Scale+,material,,6,,1060,,,Scale,Gray,Rare Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
768,Great Girros Shard,material,,9,,1310,,,Scale,Gray,Very rare Great Girros material. Mostly obtained by carving. Broadly used for many purposes.
301,Great Girros Hide,material,,4,,650,,,Hide,Gray,"Great Girros material. Mostly obtained as a reward. Supple, used to craft gear."
306,Great Girros Hide+,material,,6,,1560,,,Hide,Gray,"Rare Great Girros material. Mostly obtained as a reward. Supple, used to craft gear."
769,Great Girros Thickhide,material,,9,,1910,,,Hide,Gray,"Very rare Great Girros material. Mostly obtained as a reward. Supple, used to craft gear."
302,Great Girros Hood,material,,4,,950,,,Body,Gray,Great Girros material. Obtained by breaking its head. Unusual and difficult to handle.
307,Great Girros Hood+,material,,6,,2180,,,Body,Gray,"Rare Great Girros material. Obtained by breaking its head. Unusual, used in select gear."
770,Great Girros Hardhood,material,,9,,2730,,,Body,Gray,"Very rare Great Girros material. Obtained by breaking its head. Unusual, used in select gear."
303,Great Girros Fang,material,,4,,750,,,Fang,Gray,Great Girros material. Obtained by breaking its head. Grants paralytic properties.
308,Great Girros Fang+,material,,6,,2060,,,Fang,Gray,Rare Great Girros material. Obtained by breaking its head. Grants paralytic properties.
771,Great Girros Hardfang,material,,9,,2130,,,Fang,Gray,Very rare Great Girros material. Obtained by breaking its head. Grants paralytic properties.
304,Great Girros Tail,material,,4,,850,,,Tail,Gray,"Great Girros material. Obtained by carving its severed tail. Stiff, used to craft gear."
772,Great Girros Lash,material,,9,,2510,,,Tail,Gray,"Very rare Great Girros material. Obtained by carving its severed tail. Stiff, used to craft gear."
309,Radobaan Scale,material,,4,,480,,,Scale,White,Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
314,Radobaan Scale+,material,,6,,1080,,,Scale,White,Rare Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
780,Radobaan Shard,material,,9,,2150,,,Scale,White,Very rare Radobaan material. Mostly obtained by carving. Broadly used for many purposes.
310,Radobaan Shell,material,,4,,680,,,Carapace,White,"Radobaan material. Mostly obtained as a reward. Solid, used to craft gear."
315,Radobaan Carapace,material,,6,,1580,,,Carapace,White,"Rare Radobaan material. Mostly obtained as a reward. Solid, used to craft gear."
817,Radobaan Cortex,material,,9,,3250,,,Carapace,White,"Very rare Radobaan material. Mostly obtained as a reward. Solid, used to craft gear."
311,Radobaan Oilshell,material,,4,,960,,,Body,White,"Radobaan material. Obtained by carving its severed tail. Impact-resistant, used to craft gear."
818,Radobaan Oilshell+,material,,9,,4400,,,Body,White,"Very rare Radobaan material. Obtained by carving its severed tail. Impact-resistant, used to craft gear."
312,Wyvern Bonemass,material,,4,,880,,,Bone,White,"Radobaan material. Obtained by collecting rare drops. Highly dense, used for many purposes."
819,Large Wyvern Bonemass,material,,9,,4350,,,Bone,White,"Very rare Radobaan material. Obtained by collecting rare drops. Highly dense, used for many purposes."
313,Radobaan Marrow,material,,4,,1120,,,Body,White,"Radobaan material. A valuable find, used to fortify gear. Said to be quite hard to come by."
316,Radobaan Medulla,material,,6,,2240,,,Body,White,"Rare Radobaan material. A valuable find, used to fortify gear. Said to be quite hard to come by."
317,Legiana Scale,material,,4,,540,,,Scale,Blue,Legiana material. Mostly obtained by carving. Broadly used for many purposes.
323,Legiana Scale+,material,,6,,1230,,,Scale,Blue,Rare Legiana material. Mostly obtained by carving. Broadly used for many purposes.
820,Legiana Shard,material,,10,,2840,,,Scale,Blue,Very rare Legiana material. Mostly obtained by carving. Broadly used for many purposes.
318,Legiana Hide,material,,4,,790,,,Hide,Blue,"Legiana material. Mostly obtained as a reward. Solid, used to craft gear."
324,Legiana Hide+,material,,6,,1830,,,Hide,Blue,"Rare Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear."
821,Legiana Thickhide,material,,10,,4340,,,Hide,Blue,"Very rare Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear."
319,Legiana Claw,material,,4,,1040,,,Fang,Blue,Legiana material. Mostly obtained by carving. Grants ice element properties.
325,Legiana Claw+,material,,6,,2430,,,Fang,Blue,Rare Legiana material. Mostly obtained by carving. Grants ice element properties.
822,Legiana Hardclaw,material,,10,,5840,,,Fang,Blue,Very rare Legiana material. Mostly obtained by carving. Grants ice element properties.
320,Legiana Webbing,material,,4,,1080,,,Wing,Blue,"Legiana material. Obtained by breaking its wings. Supple, used to craft gear."
326,Legiana Wing,material,,6,,2460,,,Wing,Blue,"Rare Legiana material. Obtained by breaking its wings. Supple, used to craft gear."
823,Legiana Fellwing,material,,10,,5880,,,Wing,Blue,"Very rare Legiana material. Obtained by breaking its wings. Supple, used to craft gear."
321,Legiana Tail Webbing,material,,4,,1160,,,Tail,Blue,"Legiana material. Obtained by breaking its tail. Supple, used to craft gear."
824,Legiana Tail Webbing+,material,,10,,5920,,,Tail,Blue,"Very rare Legiana material. Obtained by breaking its tail. Supple, used to craft gear."
322,Legiana Plate,material,,5,,3000,,,Plate,Blue,"Legiana material. A valuable find, used to fortify gear. Said to be quite hard to come by."
327,Legiana Gem,material,,7,,7200,,,Gem,Blue,A rare gem said to have formed within Legiana tissue. Used to dramatically improve gear.
825,Legiana Mantle,material,,11,,15000,,,Mantle,Blue,Very rare Legiana material. Used to craft weapons powerful enough to take over the world.
826,Rimed Hide,material,,10,,5460,,,Hide,White,"Very rare Shrieking Legiana material. Mostly obtained as a reward. Lightweight, used to craft gear."
827,Obsidian Icetalon,material,,10,,7360,,,Fang,Gray,Very rare Shrieking Legiana material. Mostly obtained by carving. Grants ice element properties.
828,Stark Wing,material,,10,,7420,,,Wing,Gray,"Very rare Shrieking Legiana material. Obtained by breaking its wings. Supple, used to craft gear."
328,Odogaron Scale,material,,4,,560,,,Scale,DarkRed,Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
334,Odogaron Scale+,material,,6,,1240,,,Scale,DarkRed,Rare Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
781,Odogaron Shard,material,,10,,2850,,,Scale,DarkRed,Very rare Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
329,Odogaron Sinew,material,,4,,810,,,Body,DarkRed,"Odogaron material. Mostly obtained as a reward. Solid, used to craft gear."
335,Odogaron Sinew+,material,,6,,1840,,,Body,DarkRed,"Rare Odogaron material. Mostly obtained as a reward. Solid, used to craft gear."
829,Hard Odogaron Sinew,material,,10,,4350,,,Body,DarkRed,"Very rare Odogaron material. Mostly obtained as a reward. Solid, used to craft gear."
330,Odogaron Claw,material,,4,,1060,,,Fang,DarkRed,"Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons."
336,Odogaron Claw+,material,,6,,2440,,,Fang,DarkRed,"Rare Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons."
830,Odogaron Hardclaw,material,,10,,5850,,,Fang,DarkRed,"Very rare Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons."
331,Odogaron Fang,material,,4,,1120,,,Fang,DarkRed,"Odogaron material. Obtained by breaking its head. Sharp, used in many weapons."
337,Odogaron Fang+,material,,6,,2480,,,Fang,DarkRed,"Rare Odogaron material. Obtained by breaking its head. Sharp, used in many weapons."
831,Odogaron Hardfang,material,,10,,5900,,,Fang,DarkRed,"Very rare Odogaron material. Obtained by breaking its head. Sharp, used in many weapons."
332,Odogaron Tail,material,,4,,1240,,,Tail,DarkRed,"Odogaron material. Obtained by carving its severed tail. Stiff, used to craft gear."
832,Odogaron Lash,material,,10,,6000,,,Tail,DarkRed,"Very rare Odogaron material. Obtained by carving its severed tail. Stiff, used to craft gear."
333,Odogaron Plate,material,,5,,3000,,,Plate,DarkRed,"Odogaron material. A valuable find, used to fortify gear. Said to be quite hard to come by."
338,Odogaron Gem,material,,7,,7200,,,Gem,DarkRed,A rare gem said to have formed within Odogaron tissue. Used to dramatically improve gear.
833,Odogaron Mantle,material,,11,,15000,,,Mantle,DarkRed,Very rare Odogaron material. Used to craft weapons powerful enough to take over the world.
834,Ebony Odogaron Shard,material,,10,,3580,,,Scale,Gray,Very rare Ebony Odogaron material. Mostly obtained by carving. Broadly used for many purposes.
835,Hard Ebony Odogaron Sinew,material,,10,,5480,,,Body,Gray,"Very rare Ebony Odogaron material. Mostly obtained as a reward. Solid, used to craft gear."
836,Ebony Odogaron Hardclaw,material,,10,,7380,,,Fang,Gray,"Very rare Ebony Odogaron material. Obtained by breaking its forelegs. Sharp, used in many weapons."
837,Ebony Odogaron Hardfang,material,,10,,7460,,,Fang,Gray,"Very rare Ebony Odogaron material. Obtained by breaking its head. Sharp, used in many weapons."
838,Ebony Odogaron Lash,material,,10,,7620,,,Tail,Gray,"Very rare Ebony Odogaron material. Obtained by carving its severed tail. Stiff, used to craft gear."
839,Ebony Odogaron Mantle,material,,11,,18000,,,Mantle,Gray,Very rare Ebony Odogaron material. Used to craft weapons powerful enough to take over the world.
339,Rathalos Scale,material,,4,,590,,,Scale,Red,Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
346,Rathalos Scale+,material,,6,,1250,,,Scale,Red,Rare Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
782,Rathalos Shard,material,,10,,2870,,,Scale,Red,Very rare Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
340,Rathalos Shell,material,,4,,840,,,Carapace,Red,"Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
347,Rathalos Carapace,material,,6,,1850,,,Carapace,Red,"Rare Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
840,Rathalos Cortex,material,,10,,4370,,,Carapace,Red,"Very rare Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
341,Rathalos Webbing,material,,4,,1180,,,Wing,Red,"Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
348,Rathalos Wing,material,,6,,2500,,,Wing,Red,"Rare Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
841,Rathalos Fellwing,material,,10,,5940,,,Wing,Red,"Very rare Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
342,Rathalos Tail,material,,4,,1270,,,Tail,Red,Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
842,Rathalos Lash,material,,10,,6010,,,Tail,Red,Very rare Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
343,Rath Wingtalon,material,,4,,1090,,,Fang,Red,"Material from Rathian and Rathalos. Obtained by breaking its wings. Sharp, used in many weapons."
843,Rath Wingtalon+,material,,10,,5870,,,Fang,Red,Very rare material from Rathian and Rathalos. Obtained by breaking its wings.
344,Rathalos Marrow,material,,4,,1360,,,Body,Red,Rathalos material. Mostly obtained by carving. Grants fire element properties.
349,Rathalos Medulla,material,,6,,2600,,,Body,Red,Rare Rathalos material. Obtained by carving. Grants fire element properties.
345,Rathalos Plate,material,,5,,3000,,,Plate,Red,"Rathalos material. A valuable find, used to fortify gear. Said to be quite hard to come by."
350,Rathalos Ruby,material,,7,,7200,,,Gem,Red,A rare gem said to have formed within Rathalos tissue. Almost too nice to use.
844,Rathalos Mantle,material,,11,,15000,,,Mantle,Red,Very rare Rathalos material. Used to craft weapons powerful enough to take over the world.
351,Azure Rathalos Scale+,material,,6,,1450,,,Scale,Blue,Rare Azure Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
845,Azure Rathalos Shard,material,,10,,3550,,,Scale,Blue,Very rare Azure Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
352,Azure Rathalos Carapace,material,,6,,2150,,,Carapace,Blue,"Rare Azure Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
846,Azure Rathalos Cortex,material,,10,,5450,,,Carapace,Blue,"Very rare Azure Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
353,Azure Rathalos Tail,material,,6,,3000,,,Tail,Blue,Rare Azure Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
847,Azure Rathalos Lash,material,,10,,7500,,,Tail,Blue,Very rare Azure Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
354,Azure Rathalos Wing,material,,6,,2850,,,Wing,Blue,"Rare Azure Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
848,Azure Rathalos Fellwing,material,,10,,7350,,,Wing,Blue,"Very rare Azure Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
849,Silver Rathalos Shard,material,,11,,4370,,,Scale,Gray,Very rare Silver Rathalos material. Mostly obtained by carving. Broadly used for many purposes.
850,Silver Rathalos Cortex,material,,11,,6670,,,Carapace,Gray,"Very rare Silver Rathalos material. Mostly obtained as a reward. Solid, used to craft gear."
851,Silver Rathalos Fellwing,material,,11,,9140,,,Wing,Gray,"Very rare Silver Rathalos material. Obtained by breaking its wings. Supple, used to craft gear."
852,Silver Rathalos Lash,material,,11,,9480,,,Tail,Gray,Very rare Silver Rathalos material. Obtained by carving its severed tail. Compatible with fire element.
853,Rath Gleam,material,,11,,8970,,,Liquid,Gold,Very rare material from Rathian or Rathalos. Obtained by breaking the head.
355,Diablos Shell,material,,4,,620,,,Carapace,DarkBeige,Diablos material. Mostly obtained by carving. Broadly used for many purposes.
361,Diablos Carapace,material,,6,,1260,,,Carapace,DarkBeige,Rare Diablos material. Mostly obtained by carving. Broadly used for many purposes.
783,Diablos Cortex,material,,10,,2880,,,Carapace,DarkBeige,Very rare Diablos material. Mostly obtained by carving. Broadly used for many purposes.
356,Diablos Ridge,material,,4,,870,,,Body,DarkBeige,"Diablos material. Mostly obtained as a reward. Solid, used to craft gear."
362,Diablos Ridge+,material,,6,,1860,,,Body,DarkBeige,"Rare Diablos material. Mostly obtained as a reward. Solid, used to craft gear."
854,Diablos Chine,material,,10,,4380,,,Body,DarkBeige,"Very rare Diablos material. Mostly obtained as a reward. Solid, used to craft gear."
357,Diablos Tailcase,material,,4,,1240,,,Body,DarkBeige,"Diablos material. Obtained by carving its severed tail. Sturdy, but difficult to handle."
855,Diablos Tailcase+,material,,10,,5960,,,Body,DarkBeige,"Very rare Diablos material. Obtained by carving its severed tail. Sturdy, but difficult to handle."
358,Diablos Fang,material,,4,,1120,,,Fang,DarkBeige,"Diablos material. Mostly obtained by carving. Sharp, used in many weapons."
359,Twisted Horn,material,,4,,1360,,,Fang,DarkBeige,"Diablos material. Obtained by breaking its horns. Stout, used in many weapons."
363,Majestic Horn,material,,6,,2980,,,Fang,DarkBeige,"Rare Diablos material. Obtained by breaking its horns. Stout, used in many weapons."
